Review,Category
Only negative is the apps. Thought they were from android but they're an Amazon version and limited.,not sarcasm
I have really enjoyed my new kindle and the ability to take pictures. It stays charged a long time when I am reading a book or watching a movie. I just wish that kindles could run on an LTE network as well when you do not have a WiFi signal.,not sarcasm
"The clarity of the screen and the back-lit text makes this an improvement from my old tablet. I now can read this in low light and enjoy the color as well. I am enjoying my new Kindle, but it did present some challenges in its set up. I would recommend getting help in the store to get you started.",not sarcasm
I have had this for several weeks. It works great. I am very satisfied with it so far.,not sarcasm
"This is my 3rd Kindle upgrade. I love everything about it. The ebooks read to me at night, the games and the movies show extremely well...feels as though I am right there. My kids have ipads...but I'm stuck on my Kindle.",not sarcasm
"Never without my Amazon HD 8 - great for reading, games and surfing the networks.",not sarcasm
"Awesome and best e-book reader. I love the smooth page translations, bedtime shade and perfect hand held device. Kindle Fire has took their e reader to the next level. Great apps, music, and storage expansion for the price.",not sarcasm
Bought this for a work fundraiser and the recipient enjoyed it,not sarcasm
I think this is a great product and I would recommend it.,not sarcasm
it was a good deal for this unit. they even beat amazon....,not sarcasm
Bought it for the grandkids for Christmas. Like the parental controls!,not sarcasm
Haven't had this long but so far so good. It's nice when you buy a product and it works exactly how it is supposed to.,not sarcasm
